text,朝食,夕食,風呂,サービス,立地,施設,部屋
ベッド以外のスペースが少なく、2人ですれ違うのに一苦労します。,0,0,0,0,0,0,1
部屋を最上階にしていただいたのは良かったと思います。,0,0,0,1,0,0,0
洗濯機が混雑しており、夜使えませんでした。,0,0,0,0,0,1,0
何度も2階へ降りなくてはならないのが不便で洗濯機の稼働状況などテレビでみれると有難いなと思います。,0,0,0,0,0,1,0
駐車場を電話で伺った時もとても丁寧に教えてくださいました。,0,0,0,1,0,0,0
清潔感、アメニティーどれも満点だと思います。,0,0,0,1,0,1,0
次回はこちらを拠点にさせて頂きます！！,1,1,1,1,1,1,1
朝食無料、コーヒー等ドリンク無料、全室禁煙、この立地でこの料金、このホテルを勧めない理由はありません。,0,0,0,0,1,1,1
ただ、今回部屋に用意されていた歯ブラシの袋が破れているもので、少々気持ちが悪かった。,0,0,0,0,0,1,0
フロントにでも言えば、すぐに交換してもらえて問題なかったと思いますが、準備するときに少し気をつけていただければと思いました。,0,0,0,1,0,1,0
①最上階の展望風呂付のリニューアル部屋に泊まりましたが、楽天トラベルに掲載されているこの部屋のお風呂の写真は合成ですか？,0,0,1,0,0,0,0
お風呂の窓から見える山々の展望を期待して行ったのですが、実際は両脇の壁の隙間からギリギリ山が見える程度。,0,0,1,0,0,0,0
掲載されている写真とはどう考えても違う。,0,0,1,1,0,0,0
②フロントの対応が凄く悪い。,0,0,0,1,0,0,0
何を聞いても最低限の返事しか返ってこない。,0,0,0,1,0,0,0
サービス業が聞いて呆れます。,0,0,0,1,0,0,0
外国人の仲居さんが接客してくださいましたが、そちらの方は凄く丁寧で親切な対応でした。,0,0,0,1,0,0,0
恥ずかしくありませんか？,0,0,0,1,0,0,0
それと駐車場係の比較的若い男性が駐車場でずっとおしゃべりをしているのは何か意味があるのですか？,0,0,0,1,0,0,0
迅速にお出迎えできるようにと言う事なのかわかりませんが、雰囲気が悪い。,0,0,0,1,0,0,0
帰り際もお客さんの荷物を持つ訳でもなく、ロビーでぼーっと立ってましたが、あの人件費分宿代を安くするのを検討したらいかがでしょうか。,0,0,0,1,0,0,0
お値段を考えたら大変満足いくホテルだと思います。,1,1,1,1,1,1,1
現状のサービス以上を求められる方は、言い方は悪いですがもっと宿泊費が高いホテルをご利用すべきかと。,0,0,0,1,0,0,0
朝ごはんも大好きないなり寿司があり、ついつい食べ過ぎました。,1,0,0,0,0,0,0
４人家族では広すぎるほどでした。,0,0,0,0,0,0,1
２階にも部屋のようなエステルームもあって…（残念ながら、エステはお願いしませんでした。）最上階からの和歌山の景色も最高でした。,0,0,0,0,0,1,0
食事も王様のビュッフェというだけあって、どれもおいしく食べました。,1,1,0,0,0,0,0
今まで食べたビュッフェの中でも、一番おいしかったです。,1,1,0,0,0,0,0
ただ、高級ホテルだからなのか、他のホテルにあるようなレジャー施設の割引チケットなどを扱っていなかったのは残念でした。,0,0,0,1,0,0,0
度々利用していますが、風呂が大変気に入っています。,0,0,1,0,0,0,0
朝食もおいしいです。,1,0,0,0,0,0,0
唯一部屋に行くのに遠い事が気になります。,0,0,0,0,0,1,0
部屋も設備も満足です。,0,0,0,0,0,1,1
部屋の中にもう一つドアが有り、廊下を歩く物音などが聞こえないので、静かに過ごすことが出来ます。,0,0,0,0,0,0,1
朝食も種類も豊富です。,1,0,0,0,0,0,0
只唯一残念な事があります。,0,0,0,1,0,0,0
記載通りの内容で朝食は◎でした。,1,0,0,0,0,0,0
予約の際に誕生日であることをお伝えしていたのですが、チェックインするとロビーで薔薇のサプライズ…私まで感動しました。,0,0,0,1,0,0,0
部屋もホテルも清潔感があり、夜景も綺麗で、ゆっくり滞在出来ました。,0,0,0,1,1,1,1
三宮への往復シャトルバスもあり南京町やモザイクも徒歩圏内なので立地も良いです。,0,0,0,0,1,0,0
駅南側は昔からビジネスホテルが乱立しており没個性になりがちなところを良い場所を選択されたとつくづく思います。,0,0,0,0,1,0,0
また、従業員の方は、フレンドリーで丁寧ですし、朝食場所の机などの配置はゆったりしており落ち着いて朝食を過ごす事ができ十分満足できました。,1,0,0,1,0,1,0
ただ、ちょっと気になる点として、閑散日だったためか、2階の部屋になったのですが、共用部のじゅうたんの染みなどが目立っていたり、壁の汚れがあったり、かなり激しい使用感が漂っていました。,0,0,0,1,0,0,1
直近に宿泊しましたひつじルームなどがある高層階では、そのように感じなかったので、やはり低層階は使用率が高いと思われますし、ホテルもオープンから10年近くになるのでその辺りの戦略的なリニューアルも今後必要になってくるかと思います。,0,0,0,0,0,1,1
室内に関してはいつもながらしっかり清掃が行き届いており、きれいに使用されて保たれているので安心できます。,0,0,0,1,0,0,1
お風呂が広く、シャワーブースが別なのが娘のお気に入りです。,0,0,1,0,0,0,0
スタッフの方も親切で、前回の宿泊データから伝えずとも空気洗浄器があったり、本当に気持ちよく対応していただきました。,0,0,0,1,0,1,0
前回はOPENでも有り応援スタッフも含め、多くのスタッフがバタバタ動き回っていた感じがしましたが、今では落ち着いて来た様でした。,0,0,0,1,0,0,0
貴ホテルの風呂は広さ、泉質、設備共に大満足の温泉に何度入っても飽きないほどでした。,0,0,1,0,0,1,0
又、部屋はエアウィーブ使用を選びましたが寝心地最高でした。,0,0,0,0,0,0,1
貴ホテルは以前他県での宿泊時、部屋、サービス、温泉に感激し特に朝食の種類の多さと美味しさに、ここ大分OPENを楽しみにしておりまいた。,1,0,1,1,0,0,1
期待以上に朝食は味、特に朝食会場のスタッフが丁寧な対応には特徴を強く感じました。,1,0,0,1,0,0,0
多くの大分郷土料理が楽しめ、椎茸カレーは美味しく頂きました。,1,1,0,0,0,0,0
今回はカプセルが入り口に近かったので人の足音が気になりましたが、夜はよく眠れました。,0,0,0,0,0,1,0
朝食のカレーは何回食べても美味しいかったです。,1,0,0,0,0,0,0
駅からは少し距離があるのと、場所がわかりづらかったです。,0,0,0,0,1,0,0
オープン間もないので、設備は非常にきれいでした。,0,0,0,0,0,1,0
特に、風呂とトイレが独立しているのは良かったです。,0,0,1,0,0,0,1
あえて３点・パジャマやタオルの位置がわかりづらかったです。,0,0,0,0,0,1,0
・部屋と風呂スペースを仕切るカーテンがありましたが、仕切り位置がイマイチです。,0,0,0,0,0,1,0
風呂だけを区切るより、部屋とそれ以外の位置で区切った方がよかったと思います。,0,0,0,0,0,1,0
・洗面の鏡の位置が遠くて、使いづらい場面がありました。,0,0,0,0,0,1,0
お一人様用にカーテンが有りましたが、みすぼらしい感じがするので、つい立が良いのにと思いました。,0,0,0,0,0,1,0
ただ温泉はがっかりしました。,0,0,1,0,0,0,0
団体客が多かった為か、掃除が行き届いてないし、小さいお風呂のシャワーは固定出来ないので使いづらかったです。,0,0,1,1,0,0,0
口コミが良いのが本当に理解出来ました。,1,1,1,1,1,1,1
湯畑側の部屋が利用出来、湯畑のライトアップの時間からは部屋から見える景色で癒されました。,0,0,0,0,0,0,1
部屋出しの料理も最高。,1,1,0,0,0,0,0
立地やホテルの一階にあるお土産さんも品数が多いし草津で泊まるなら一井さんしか考えられないくらい満足でした。,0,0,0,0,1,1,0
シーフロントで波打ち際のすぐそば。,0,0,0,0,1,0,0
波の音が少し気になるほどでした。,0,0,0,0,1,0,0
フロントスタッフは、とても丁寧で、施設内にさり気ない気遣いが施され、感心しました。,0,0,0,1,0,1,0
やはり快適でストレスがありませんでした。,0,0,0,0,0,0,1
また、こちらでは初めてルームサービスをとってみたのですがオーダーしてから、そんなに待たずにお部屋に届きました。,0,0,0,1,0,0,0
夕食をＢＢＱにしましたが、スタッフの方が若葉マークを付けた人で1人のみでした。,0,0,0,1,0,0,0
すごくぼんやりしているし、正直言ってサービス業とは思えない口のきき方、態度でした。,0,0,0,1,0,0,0
↑これを楽しみにしていたのに、『そんなものはやっていません』という感じでスタッフに言われました。,0,0,0,1,0,0,0
仕入状況によって変更があると記載はありましたが、フレンチトーストも出てきませんでした。,0,1,0,0,0,0,0
他の従業員の方はとても感じが良くて、部屋もきれいだし、お風呂も大きくて楽しく過ごせたのに夕食だけが残念でした。,0,1,1,1,0,0,1
次回行くことがあれば、面倒くさいＢＢＱではなくてビュッフェにしようと思います。,0,1,0,0,0,0,0
部屋は外国のホテルのように広く，快適に過ごせました．,0,0,0,0,0,0,1
／大浴場も広々としていて，特に露天風呂の風情は独特なものがあり，ゆったり楽しめました．,0,0,1,0,0,0,0
／夕食の会席料理，朝食のビュッフェ，いずれも満足できました．,1,1,0,0,0,0,0
／一方，公共交通でのアクセスは良くありません．,0,0,0,0,1,0,0
